orderid_sha256,customerid_sha256,productid_sha256,orderdate,quantity,orderamt,salesrep
997195badc8e4536b22c24d603bec977c3ef28a56d6ee211e6031ff317aa6c7b,2ff5b0ebc9b2c50adf33562a0e6686dbda9afb06f96364727f8719cc21a21754,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2021-11-26,4469,788018.77,Ravi
070f410d52485334e5492e46fb9b99c2567698c4499598096de0deb59aab28e1,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-11-26,4606,291467.68,Zuri
f3b7c26a0b7fdc3d01e19f8a06e9c521780696525c21277dc852fd38ed0cda59,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2021-11-26,4541,800714.53,Zuri
e089725d01759d8144e7e302bb42459ff9bb46af01a0614ddcec6679498be256,6d95f5eaab595da01c0de61be38e24c525f7dc17889430cd4828acd950cabb12,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-11-26,394,17816.68,Ravi
9eddcb98f23bd9994f0c995eb0a2d94f535c75987c686dd5127af6b6d440ec96,6d95f5eaab595da01c0de61be38e24c525f7dc17889430cd4828acd950cabb12,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2021-11-26,712,125546.96,Róisín
240dd8f6a9667a5d174cfe6ceabab50bb0c6305255dfa113dc685f1108772083,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-11-29,48,2170.56,Zuri
ccaa37a4354395da44a12ae7c3954cd3814b6b9451c08b065af3a33614ce6fac,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2021-11-29,159,6968.97,Ravi
105d992874ed13bd378197b2992ac4b0f301ab428897b83ce6a58cdae8c136cc,2844fb8eb88264f2c78d1018a6d44a2bc73f03f95c4a396aaf015f06fb31aa6e,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-11-29,254,2583.18,Leslie
071d4e96e3ed6bbd5260068878f4f6b13604c51161e1995d1f0386b26160d56e,55cf0070006fe2ec412214c3923e98c8d708ca148cc2f0f062b8e32e55c59f57,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-11-29,81,5125.68,Ravi
3e305764c21efb604ec1d3baa166d10c87a110b02d77769adba2465762ac99ab,1bc83272d84234ac88aada74c7119502aa0e54a2f32b8b0786a76370c5260c96,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-11-29,5175,52629.75,Liam
a5546d2444cd8941b799e78c832b46f0cbffe671d06fd2443cdfe3dad10b5c37,b1ace9b0b7dc34716911940d4e2cf51d4c6e735f12b219365d79efa0386625d0,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-11-29,521,32968.88,Róisín
24aa248bde789bc6d554f884852a5a19b939f9a8994baf79676545800a0d91d6,2ff5b0ebc9b2c50adf33562a0e6686dbda9afb06f96364727f8719cc21a21754,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-11-29,413,18675.86,Liam
9c6b905f20313f0cbf388c6684f6bbfda7a3bbbf57dd1b4e40beee5e67b83a4b,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-11-30,194,8772.68,Róisín
93f08033d398d8e78288f46ccdfaed83c53ae69c6fdeeb15841d3d7770a2bfc8,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-11-30,352,3579.84,Leslie
64b907e2eb62a042c4459de93bfd562e7ae625018776e086fcda4c78b94c24ed,6d95f5eaab595da01c0de61be38e24c525f7dc17889430cd4828acd950cabb12,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-11-30,413,4200.21,Ravi
ebbfc466c757c27900687940d725257dec163a9df8fc1470c0b19223b147af22,6e228ec7710a983ba1bdde889aec18202a58f1d7fd3ff1d0b1431183806cfa6d,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2021-11-30,404,17707.32,Róisín
e3ab23bed70d46e15dbca9852b94cd03e1984e10463b84dbd6b01741e7c6382b,d4819ac0aa5fb4f28683b9a0ddf763a5ec73fd7d57cc13783f795f3b53da6020,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2021-11-30,5037,220771.71,Harry
06c6b3b163ffa27a5cb185d793bd18e452ebcaaba1b0ed35debd2aeffbcff69a,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-11-30,597,37778.16,Harry
f0a12d3d50792ad23d5a647d7118648a8805b5d4c75cccdcc795132cc5fe1916,d4819ac0aa5fb4f28683b9a0ddf763a5ec73fd7d57cc13783f795f3b53da6020,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-12-01,611,38664.08,Leslie
87c3436a6cdefe3676367bfcde1952edf7579ed5fed93a321fa13c2cf4402aed,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-12-01,3584,226795.52,Zuri
834f89542a71e3c719d6ef81003ce98c6a7910ae483a0193cbebd6dce4e4943c,56bba500b7f43a0addcc6eb6813902ef63dd605f6aa424a7736910d634f21137,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-12-01,228,2318.76,Harry
75a081c8cd37b7d1cccd346b32769250fd6661f7be94c3e35059f7daf08ca492,5b95da2d3df4ee4675da425ef77af7c2a59f108030bb0344e6a6924aed5c042a,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-12-01,6279,283936.38,Zuri
82c8c6cdf7879fb2629d5ae3ed04b68d62f09bb0967c4269100bb2b1b2fb8c99,d6703c0aee6795574fa595f16eb50d10d760f6dffc0fa2f4d220b3bc4741d998,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-12-01,5927,375060.56,Ravi
a4238da765fb37b39f824237d4eddcbbac4b0eedaece539996a4a58144677a2c,96484cccb4c2949ac2eafbef707b4db33491a071ec486108f7c094db49ef4af3,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2021-12-01,2219,55452.81,Zuri
0577dabe2fcb7f43b5db117e5f157670d1776a05f7aae8569a722f5b347f49a1,867abca2e9735ad6dbc915c1af269e472c71157ad6c66f2323b6a5c4dcf7b804,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2021-12-02,5485,137070.15,Leslie
24eaa67d762085bdd49abeabf5291625e24d1d5a671fb8eced1a16876b505247,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-12-02,5787,58853.79,Ravi
8a61f2f22167b29730b9648b758a3808504fb16d5434574ea58a6c3391f539e4,9dc8ffeb2e9b2f68ff95ac9cc4c43cee4bc772a459b586cd01a1e4da7ee61164,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2021-12-02,551,34867.28,Róisín
515d9240c691cd0921f5018e195d236377a0c307a74859b6fe5e8185b56f4180,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-12-02,421,19037.62,Ravi
c269217dd760253b049a15f30b3739d8db13139cd97fb7f2efe2457e112379bc,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-12-02,101,1027.17,Leslie
d3a1669131f97524fbbd535204abf8ee37108671613e7a5ec2ab06f24e1ea823,adea484e43c1b41edfd7032a54d7fccc4fb541fbdc1b2a6ffd40ab58583fc520,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2021-12-02,349,15781.78,Róisín
6e80c19e7c784323966acce1be1951a9e7db1a28032cc741a2b8a38f8a6faac3,6e228ec7710a983ba1bdde889aec18202a58f1d7fd3ff1d0b1431183806cfa6d,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2021-12-02,4041,712549.53,Leslie
a053c1eb7e37dfd358d566a5a05ea7817a887fae4add8018df45676a886f87fd,6e228ec7710a983ba1bdde889aec18202a58f1d7fd3ff1d0b1431183806cfa6d,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-12-02,571,5807.07,Leslie
f5e91fdd23cfcba3c9a82b6f70ec8918b7c93c86b54410c10d6a047887eb90d9,2844fb8eb88264f2c78d1018a6d44a2bc73f03f95c4a396aaf015f06fb31aa6e,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2021-12-02,482,84991.06,Zuri
91b23438be58977039e646dee8c134561eca0de4639f55cd721a8789d97ebc0b,d4819ac0aa5fb4f28683b9a0ddf763a5ec73fd7d57cc13783f795f3b53da6020,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2021-12-02,4813,48948.21,Róisín
