109,3,138,1
237,3,139,1
239,3,145,1
341,3,147,1
11,3,161,1
242,3,162,1
233,3,164,1
277,3,165,1
171,3,168,1
56,3,172,1
41,3,173,1
235,3,174,1
52,3,176,1
152,3,183,1
134,3,188,1
234,3,189,1
305,3,190,1
234,3,192,1
193,3,193,1
233,3,196,1
176,3,200,1
188,3,204,1
170,3,205,1
278,3,208,1
215,3,215,1
235,3,218,1
235,3,223,1
235,3,224,1
237,3,227,1
234,3,232,1
229,3,238,1
229,3,239,1
188,3,242,1
110,3,246,1
344,3,250,1
341,3,252,1
171,3,253,1
229,3,257,1
225,3,261,1
82,3,264,1
188,3,265,1
229,3,267,1
229,3,270,1
309,3,271,1
344,3,272,1
302,3,274,1
229,3,275,1
45,3,279,1
202,3,288,1
113,3,291,1
202,3,293,1
202,3,294,1
287,3,297,1
298,3,304,1
170,3,305,1
291,3,307,1
228,3,308,1
347,3,314,1
287,3,317,1
52,3,322,1
347,3,323,1
16,3,324,1
239,3,325,1
235,3,325,1
235,3,327,1
235,3,329,1
234,3,330,1
168,3,331,1
198,3,333,1
86,3,338,1
215,3,339,1
33,3,340,1
291,3,342,1
170,3,343,1
305,3,344,1
167,3,345,1
235,3,352,1
239,3,352,1
204,3,354,1
182,3,356,1
239,3,358,1
277,3,361,1
275,3,361,1
188,3,362,1
211,3,368,1
237,3,370,1
235,3,371,1
233,3,374,1
234,3,374,1
176,3,375,1
235,3,378,1
239,3,380,1
235,3,380,1
275,3,382,1
170,3,388,1
229,3,389,1
234,3,390,1
234,3,391,1
25,3,394,1
242,3,398,1
353,3,402,1
309,3,403,1
212,3,410,1
234,3,412,1
306,3,413,1
132,3,418,1
239,3,423,1
25,3,426,1
171,3,432,1
179,3,436,1
244,3,438,1
277,3,440,1
170,3,443,1
188,3,444,1
306,3,446,1
86,3,453,1
287,3,457,1
52,3,468,1
202,3,470,1
168,3,471,1
170,3,471,1
202,3,475,1
234,3,481,1
344,3,483,1
170,3,491,1
198,3,495,1
33,3,498,1
275,3,503,1
234,3,510,1
175,3,511,1
348,3,515,1
134,3,519,1
167,3,522,1
291,3,527,1
234,3,528,1
337,3,531,1
170,3,539,1
225,3,542,1
25,3,547,1
337,3,548,1
344,3,552,1
312,3,553,1
287,3,554,1
152,3,563,1
233,3,569,1
29,3,576,1
344,3,577,1
229,3,580,1
33,3,581,1
321,3,584,1
234,3,594,1
167,3,595,1
242,3,602,1
112,3,603,1
237,3,612,1
239,3,612,1
235,3,612,1
58,3,614,1
215,3,616,1
234,3,621,1
7,3,626,1
134,3,627,1
94,3,628,1
235,3,634,1
41,3,635,1
275,3,643,1
237,3,645,1
239,3,645,1
29,3,650,1
52,3,653,1
234,3,654,1
25,3,655,1
110,3,657,1
215,3,659,1
237,3,663,1
229,3,665,1
237,3,668,1
235,3,671,1
306,3,674,1
225,3,675,1
215,3,677,1
179,3,682,1
235,3,683,1
239,3,683,1
45,3,684,1
331,3,686,1
298,3,694,1
237,3,695,1
202,3,697,1
202,3,701,1
277,3,703,1
11,3,704,1
168,3,718,1
170,3,718,1
275,3,720,1
45,3,729,1
358,3,730,1
291,3,731,1
167,3,733,1
353,3,738,1
235,3,739,1
234,3,744,1
228,3,746,1
33,3,748,1
235,3,757,1
323,3,758,1
188,3,759,1
168,3,761,1
362,3,764,1
306,3,764,1
171,3,766,1
235,3,769,1
202,3,770,1
274,3,774,1
275,3,774,1
234,3,783,1
235,3,786,1
41,3,789,1
210,3,794,1
234,3,798,1
113,3,802,1
82,3,803,1
234,3,804,1
110,3,806,1
112,3,806,1
33,3,809,1
266,3,812,1
204,3,813,1
281,3,814,1
242,3,815,1
233,3,818,1
58,3,821,1
235,3,823,1
202,3,824,1
234,3,827,1
150,3,831,1
25,3,835,1
45,3,836,1
242,3,841,1
188,3,842,1
132,3,845,1
278,3,852,1
202,3,857,1
137,3,858,1
137,3,859,1
234,3,860,1
125,3,869,1
130,3,869,1
302,3,871,1
306,3,877,1
82,3,892,1
242,3,896,1
33,3,897,1
321,3,898,1
302,3,902,1
333,3,908,1
315,3,914,1
344,3,917,1
228,3,918,1
45,3,923,1
287,3,926,1
58,3,930,1
45,3,931,1
344,3,935,1
301,3,937,1
167,3,944,1
170,3,944,1
237,3,947,1
234,3,953,1
358,3,962,1
144,3,968,1
150,3,969,1
134,3,972,1
89,3,973,1
254,3,973,1
150,3,976,1
52,3,978,1
233,3,981,1
274,3,983,1
188,3,988,1
89,3,989,1
150,3,995,1
188,3,996,1
235,3,998,1
